C,P,n
-1.2474111121673643,0.791235632183908,58
-0.459572515009029,0.7408045977011495,29
-0.45957251500902846,0.8336206896551724,29
0.06565321642986104,0.7985632183908047,29
0.5908789478687517,0.6942528735632184,29
1.1161046793076417,0.6166666666666667,29
1.6413304107465319,0.6954022988505748,29
